feature,importance
director_David Bowers,0.0012923727044835687
director_Judd Apatow,0.0005753814475610852
director_Tom Hooper,0.008953368291258812
writer_Tyler Perry,0.004066310822963715
writer_Brian Helgeland,0.0008924418361857533
writer_Robert Mark Kamen,0.000750798499211669
writer_Richard Maibaum,0.00306966295465827
writer_Robert Rodriguez,0.0007253825897350907
writer_Scott Frank,0.0006417412078008056
writer_Zak Penn,0.001465211040340364
writer_Ehren Kruger,0.0032407420221716166
writer_Shane Black,0.0007168673910200596
writer_Richard LaGravenese,0.0014069630997255445
writer_Fran Walsh,0.0011690477840602398
writer_Gene Roddenberry,0.001509166439063847
writer_Joe Eszterhas,0.0019943160004913807
writer_Pat Proft,0.0015542692271992564
writer_Richard Price,0.00039246006053872406
writer_Adam Sandler,0.001584129175171256
writer_Christopher Nolan,0.0016232319176197052
writer_Ronald Harwood,0.0005773183074779809
writer_Robert Dillon,0.001639591297134757
writer_Peter Benchley,0.007604258134961128
writer_Alan B. McElroy,0.0013607973232865334
writer_Patrick Melton,0.0031244095880538225
writer_Alan Jay Lerner,0.0011490591568872333
writer_Tobe Hooper,0.0009759783861227334
writer_Alvin Sargent,0.0003715544007718563
writer_Victor Miller,0.0021751332096755505
writer_Ronald Shusett,0.0012942464090883732
writer_Neal Israel,0.0029525868594646454
writer_Chris Columbus,0.0011664951452985406
writer_Keenen Ivory Wayans,0.0008509920444339514
writer_Jeb Stuart,0.0006743108970113099
writer_Mark Andrus,0.00016975922335404903
writer_Eli Roth,0.0013320930302143097
writer_Donald E. Westlake,0.000515464402269572
writer_Walon Green,0.0006609347183257341
writer_Bo Goldman,0.0012803043937310576
writer_Sam Raimi,0.0016851292457431555
writer_James Toback,0.0017090683104470372
writer_Bob Kane,0.007575675379484892
writer_Karey Kirkpatrick,0.0007185653084889054
writer_Peter Farrelly,0.0016266863094642758
writer_Preston A. Whitmore II,0.002711748704314232
writer_Don Rhymer,0.001094736042432487
writer_Bret Easton Ellis,0.0016227585729211569
writer_Richard Kelly,0.003671549493446946
writer_Melissa Rosenberg,0.009856176562607288
writer_Stephenie Meyer,0.001636589178815484
writer_Max Landis,0.00010291707440046594
writer_Ben Hecht,5.4123396694194525e-05
writer_Paul Dehn,0.0008725991356186569
writer_Bernardo Bertolucci,0.0006923025939613581
writer_Bill Norton,0.0013289499329403043
writer_Jerry Siegel,0.0023257206194102764
writer_Robert Benton,0.0008091125637292862
writer_Gus Van Sant,0.002073195530101657
writer_Robert Harling,0.0005773944430984557
writer_Caroline Thompson,0.001155850593931973
writer_Lem Dobbs,0.003141252789646387
writer_Delia Ephron,0.0008478935342282057
writer_Robert Rodat,0.0010718755656853318
writer_Jean-Pierre Jeunet,0.0016075217863544822
writer_Stan Lee,0.0005145677132532
writer_Mike Rich,0.001139284111559391
writer_Mark Brown,0.0012783983256667852
writer_Frank Miller,0.000792023609392345
writer_Peter Straughan,0.0011768231634050608
writer_Chia-Lu Chang,0.0007379463058896363
writer_Akira Toriyama,0.004832649137824774
writer_Oren Peli,0.0006309493910521269
writer_Rob Lieber,0.0007626889855600893
company_Warner Bros.,0.0002839498338289559
company_Columbia Pictures,0.0024460116401314735
company_Paramount Pictures,0.00011597114644246176
company_Twentieth Century Fox,0.002104697749018669
company_New Line Cinema,0.0029964789282530546
company_Metro-Goldwyn-Mayer (MGM),0.0008043312118388712
company_Walt Disney Pictures,0.0018552809488028288
company_Miramax,0.002148600295186043
company_Screen Gems,0.000521718233358115
company_Fox Searchlight Pictures,4.888141484116204e-05
company_Dimension Films,0.004300012718886137
company_Castle Rock Entertainment,0.0006920262239873409
company_Focus Features,0.002247014082968235
company_Orion Pictures,0.0014427835121750832
company_Millennium Films,0.0002856437931768596
company_Revolution Studios,0.002119123237207532
company_United Artists,0.0010406530927866697
company_CJ Entertainment,0.002828610362485051
company_Relativity Media,0.004311263095587492
company_De Laurentiis Entertainment Group (DEG),0.0013806935166940093
company_Jack Rollins & Charles H. Joffe Productions,0.0006481962045654655
company_Artisan Entertainment,0.0014802804216742516
company_Polygram Filmed Entertainment,0.0028801693115383387
company_Central Partnership,0.005193500313907862
company_Amblin Entertainment,0.0001294689136557281
company_Emmett/Furla/Oasis Films (EFO Films),0.0025442740879952908
company_CTB Film Company,0.0021134191192686558
company_Art Pictures Studio,0.00395910395309329
company_Voltage Pictures,0.0009507525246590376
company_Cannon Group,0.0009572292910888791
company_China Film Group Corporation (CFGC),0.005442239809781313
company_Incorporated Television Company (ITC),0.0012707714922726154
company_American Playhouse,0.0006105959764681756
company_40 Acres & A Mule Filmworks,0.0007173822377808392
company_Davis Entertainment,0.0005771746509708464
company_New Regency Pictures,0.0012491982197389007
company_Channel Four Films,0.001210682443343103
company_Boll Kino Beteiligungs GmbH & Co. KG,0.013654913753271103
company_LD Entertainment,0.0007755736587569118
company_Bona Film Group,0.0009723648545332253
company_Working Title Films,0.0012083929032087326
company_GK Films,0.0046705277636647224
company_Rastar Pictures,0.0006096118595451117
company_Cinema Group Ventures,0.0013096777256578207
company_Zoetrope Studios,0.0007544843247160316
company_Merchant Ivory Productions,0.0008613975369371474
actor_Nicolas Cage,0.0027545068878680468
actor_Bruce Willis,0.0016870949184522033
actor_Gene Hackman,0.0005951715866103768
actor_Sylvester Stallone,0.0013055832823738456
actor_Dennis Quaid,0.0009722240502014756
actor_Julianne Moore,0.0006575556471943855
actor_John Travolta,0.004147128667682409
actor_Tom Cruise,0.001825506566092372
actor_Forest Whitaker,0.006793886423110962
actor_Nick Nolte,0.00082251220010221
actor_Eddie Murphy,0.0018323648255318403
actor_Brad Pitt,0.0009370118496008217
actor_Cate Blanchett,0.0018343081464990973
actor_Al Pacino,0.002011379459872842
actor_Richard Gere,0.002191882813349366
actor_Ben Kingsley,0.0022241040132939816
actor_Jackie Chan,0.0008005301933735609
actor_Owen Wilson,0.0004913388402201235
actor_Arnold Schwarzenegger,0.0009475066908635199
actor_Ethan Hawke,0.0016999169019982219
actor_Jean-Claude Van Damme,0.003134793834760785
actor_Pierce Brosnan,0.0010160658275708556
actor_John Leguizamo,0.0005734914448112249
actor_Sandra Bullock,0.0006777493981644511
actor_James Franco,0.0012183855287730694
actor_Bill Murray,0.001211784197948873
actor_John C. Reilly,0.0011258298764005303
actor_Andy Garcia,0.0007994583575055003
actor_Ben Affleck,0.000260105385677889
actor_Russell Crowe,0.002351859351620078
actor_Will Smith,0.001775939716026187
actor_Richard Dreyfuss,0.0028374609537422657
actor_Jeff Goldblum,0.0008460106910206378
actor_Diane Lane,0.0008146701729856431
actor_Annette Bening,0.0006822163704782724
actor_Catherine Keener,0.0014410786097869277
actor_Rosario Dawson,0.00022849532251711935
actor_Kevin Kline,0.001398328342474997
actor_Reese Witherspoon,0.0014840296935290098
actor_Sam Rockwell,0.00176729797385633
actor_Robert Redford,0.0007548825815320015
actor_Jennifer Jason Leigh,0.0009669777937233448
actor_Steve Martin,0.0012315574567764997
actor_Leonardo DiCaprio,0.0002182265161536634
actor_Bradley Cooper,0.00020534232317004353
actor_Bill Paxton,0.0017545005539432168
actor_Eric Roberts,0.0034698829986155033
actor_Tim Roth,0.0015911103691905737
actor_Vince Vaughn,0.0006473269313573837
actor_Seth Rogen,0.001089229597710073
actor_Idris Elba,0.0012409263290464878
actor_Sharon Stone,0.0028260978870093822
actor_Sam Neill,0.01783338561654091
actor_Ron Perlman,0.001278048730455339
actor_Tim Robbins,0.0017342325299978256
actor_Steven Seagal,0.0015411312924697995
actor_Laurence Fishburne,0.00032786838710308075
actor_Dermot Mulroney,0.0007800294551998377
actor_Kate Beckinsale,0.001248593325726688
actor_Renée Zellweger,0.0013450366677716374
actor_Bruce Dern,0.0010832124389708042
actor_Charlie Sheen,0.005425342358648777
actor_Demi Moore,0.0007774661062285304
actor_Jason Bateman,0.00026796525344252586
actor_Uma Thurman,0.0011250482639297843
actor_Milla Jovovich,0.001018152222968638
actor_Luke Wilson,0.001103982562199235
actor_Channing Tatum,0.0009852494113147259
actor_Helena Bonham Carter,0.0018666860414668918
actor_Heather Graham,0.0042701284401118755
actor_Joan Cusack,0.000651417241897434
actor_Chris Cooper,0.0017804914386942983
actor_Chris Evans,3.668752106023021e-05
actor_Justin Long,0.002833286765962839
actor_Meg Ryan,0.0017078120727092028
actor_Ellen Burstyn,0.0007911325665190816
actor_Scott Glenn,0.0006029878277331591
actor_Christopher Lloyd,0.002058636862784624
actor_Alan Arkin,0.000821731286123395
actor_Joe Pantoliano,0.0006239580106921494
actor_Holly Hunter,0.00024017693067435175
actor_Delroy Lindo,0.0007124404073692858
actor_Tim Allen,0.0008333943551406264
actor_Morris Chestnut,0.0011233027325943112
actor_Kristen Stewart,0.0032764538191258907
actor_Michael Fassbender,0.0011333416914567351
actor_Will Arnett,0.0012418068945407867
actor_John Cleese,0.0012900520814582705
actor_James Caan,0.0007185938884504139
actor_Matthew Modine,0.0008830929291434586
actor_Frances McDormand,0.0016149113653227687
actor_Whoopi Goldberg,0.003417280036956072
actor_Stellan Skarsgård,0.0014320842456072569
actor_Steve Zahn,0.0006859605200588703
actor_Billy Crudup,0.0009304870036430657
actor_Brendan Gleeson,0.0008572379592806101
actor_J.K. Simmons,0.0010523265227675438
actor_Jennifer Lawrence,0.000868165516294539
actor_Will Patton,0.0009761648834683001
actor_Zac Efron,0.0010732627706602216
actor_Patricia Arquette,0.0005881419056095183
actor_Chazz Palminteri,0.0013934930320829153
actor_Hilary Swank,0.0013413018314167857
actor_Judi Dench,0.001121228444389999
actor_Abigail Breslin,0.0011985065648332238
actor_Anthony Mackie,0.0025547663681209087
actor_Amber Heard,0.0015247835544869304
actor_Rob Lowe,2.2472087948699482e-05
actor_Christopher Lambert,0.0019502175273373723
actor_Sarah Jessica Parker,0.004464190453290939
actor_Kristin Scott Thomas,0.0007759780273772776
actor_Luis Guzmán,0.0007389444508589804
actor_Chris Klein,0.0018267349805682898
actor_Anna Faris,0.002762194024398923
actor_Chris Pine,0.001147368922829628
actor_Jack Lemmon,0.0020421314984560013
actor_Treat Williams,0.0012259415816515684
actor_Rutger Hauer,0.0012720853555947542
actor_Brian Dennehy,0.0005779789062216878
actor_Michael Biehn,0.00242852745577693
actor_Michael J. Fox,0.0012530864914879203
actor_Charles Dance,0.0004960452788509429
actor_Bridget Fonda,0.006439502816647291
actor_David Strathairn,0.0010170573368668556
actor_Mike Myers,0.0011834710603579879
actor_Minnie Driver,0.001832200912758708
actor_Sarah Michelle Gellar,0.0008792634471319616
actor_Hayden Christensen,0.0007067177211865783
actor_Jet Li,0.0009706886485219002
actor_Anton Yelchin,0.0016678357496857643
actor_Jesse Eisenberg,0.0018712906166911125
actor_George Kennedy,0.0060704718343913555
actor_Albert Finney,0.0013061261270195246
actor_Ryan O'Neal,0.001548913074657321
actor_Charles Durning,0.0011216116836294532
actor_Burt Young,0.0007399069145321846
actor_Dom DeLuise,0.0008488851017318666
actor_Bruce Davison,0.0012646482791751623
actor_Dennis Farina,0.001103871501982212
actor_Elijah Wood,0.0015556135913357139
actor_Bruce McGill,0.000780184636823833
actor_Katherine Heigl,0.0006147661479189992
actor_William Fichtner,0.0017529730685055256
actor_Tony Shalhoub,0.0018233638256788254
actor_Vivica A. Fox,0.0013249068288132548
actor_Freddie Prinze Jr.,0.0023937940131872892
actor_Thomas Kretschmann,0.00077367591438815
actor_50 Cent,0.0014421228552237153
actor_David Carradine,0.00676202867180109
actor_John Savage,0.0013980615185573697
actor_Hector Elizondo,0.0009890138171613216
actor_Chuck Norris,0.00127261015586555
actor_Joaquim de Almeida,0.0004325562622398138
actor_Ernie Hudson,0.002605888992547989
actor_Madonna,0.003516108263283968
actor_Mario Van Peebles,0.0011312238639220595
actor_Kyle MacLachlan,0.000982789322733879
actor_Stephen Tobolowsky,0.0017936612712219357
actor_Alicia Silverstone,0.010303561575710773
actor_Jeremy Piven,0.0016935579478740692
actor_Queen Latifah,0.0006108658271841705
actor_Demián Bichir,0.0019561396911740303
actor_Natascha McElhone,0.0017277313163504004
actor_Johnathon Schaech,0.0004161160613875836
actor_Emily Watson,0.001370518235489726
actor_Michael Angarano,0.0011323416838422418
actor_Kate Mara,0.0008016147767193615
actor_Diane Kruger,0.002138009760528803
actor_Vanessa Hudgens,0.0029047431889921427
actor_Michael Ealy,0.0010348461801186204
